study_id,slice_number,yesness
3,46,2%
3,47,0%
3,48,1%
3,49,1%
3,50,2%
3,51,3%
3,52,5%
3,53,2%
3,54,1%
3,55,7%
3,56,2%
3,57,0%
3,58,1%
3,59,3%
3,60,2%
3,61,3%
3,62,2%
3,63,1%
3,64,3%
3,65,4%
3,66,3%
3,67,2%
3,68,1%
3,69,1%
3,70,2%
3,71,2%
3,72,1%
3,73,1%
3,74,2%
3,75,3%
3,76,7%
3,77,14%
3,78,26%
3,79,16%
3,80,21%
3,81,24%
3,82,18%
3,83,47%
3,84,67%
3,85,45%
3,86,26%
3,87,13%
3,88,5%
3,89,9%
3,90,5%
3,91,6%
3,92,15%
3,93,16%
3,94,29%
3,95,11%
3,96,16%
3,97,13%
3,98,7%
3,99,11%
3,100,10%
3,101,5%
3,102,4%
3,103,6%
3,104,6%
3,105,3%
3,106,3%
3,107,12%
3,108,9%
3,109,7%
3,110,5%
3,111,8%
3,112,3%
3,113,3%
3,114,1%
3,115,3%
3,116,6%
3,117,28%
3,118,29%
3,119,23%
3,120,17%
3,121,20%
3,122,22%
3,123,18%
3,124,30%
3,125,46%
3,126,29%
3,127,36%
3,128,48%
3,129,66%
3,130,49%
3,131,43%
3,132,52%
3,133,55%
3,134,77%
3,135,88%
3,136,79%
3,137,88%
3,138,76%
3,139,89%
3,140,96%
3,141,98%
3,142,96%
3,143,94%
3,144,96%
3,145,97%
3,146,95%
3,147,98%
3,148,99%
3,149,99%
3,150,96%
3,151,98%
3,152,92%
3,153,92%
3,154,94%
3,155,98%
3,156,99%
3,157,97%
3,158,97%
3,159,83%
3,160,93%
3,161,98%
3,162,99%
3,163,100%
3,164,99%
3,165,100%
3,166,99%
3,167,99%
3,168,97%
3,169,98%
3,170,97%
3,171,97%
3,172,99%
3,173,99%
3,174,97%
3,175,99%
3,176,98%
3,177,100%
3,178,99%
3,179,98%
3,180,98%
3,181,98%
3,182,98%
3,183,98%
3,184,99%
3,185,99%
3,186,99%
3,187,100%
3,188,99%
3,189,100%
3,190,99%
3,191,100%
3,192,100%
3,193,100%
3,194,100%
3,195,100%
3,196,99%
3,197,100%
3,198,100%
3,199,100%
3,200,100%
3,201,100%
3,202,100%
3,203,100%
3,204,100%
3,205,100%
3,206,100%
3,207,100%
3,208,100%
3,209,99%
3,210,99%
3,211,99%
3,212,99%
3,213,98%
3,214,98%
3,215,99%
3,216,100%
4,7,9%
4,8,7%
4,9,7%
4,10,3%
4,11,2%
4,12,1%
4,13,1%
4,14,1%
4,15,0%
4,16,0%
4,17,0%
4,18,0%
4,19,0%
4,20,0%
4,21,0%
4,22,0%
4,23,0%
4,24,0%
4,25,0%
4,26,0%
4,27,0%
4,28,0%
4,29,0%
4,30,0%
4,31,0%
4,32,0%
4,33,0%
4,34,0%
4,35,0%
4,36,0%
4,37,0%
4,38,0%
4,39,0%
4,40,0%
4,41,0%
4,42,0%
4,43,0%
4,44,0%
4,45,0%
4,46,0%
4,47,0%
4,48,0%
4,49,0%
4,50,0%
4,51,0%
4,52,0%
4,53,0%
4,54,0%
4,55,0%
4,56,0%
4,57,0%
4,58,0%
4,59,0%
4,60,0%
4,61,0%
4,62,0%
4,63,0%
4,64,0%
4,65,0%
4,66,0%
4,67,0%
4,68,0%
4,69,0%
4,70,0%
4,71,0%
4,72,0%
4,73,0%
4,74,0%
4,75,0%
4,76,0%
4,77,1%
4,78,0%
4,79,0%
4,80,0%
4,81,0%
4,82,0%
4,83,0%
4,84,0%
4,85,0%
4,86,1%
4,87,0%
4,88,0%
4,89,0%
4,90,1%
4,91,1%
4,92,2%
4,93,1%
4,94,1%
4,95,1%
4,96,2%
4,97,2%
4,98,2%
4,99,3%
4,100,3%
4,101,2%
4,102,3%
4,103,2%
4,104,1%
4,105,0%
4,106,0%
4,107,1%
4,108,1%
4,109,1%
4,110,1%
4,111,0%
4,112,0%
4,113,0%
4,114,1%
4,115,1%
4,116,1%
4,117,1%
4,118,1%
4,119,1%
4,120,0%
4,121,0%
4,122,1%
4,123,1%
4,124,0%
4,125,0%
4,126,1%
4,127,1%
4,128,0%
4,129,0%
4,130,0%
4,131,0%
4,132,0%
4,133,1%
4,134,1%
4,135,1%
4,136,1%
4,137,1%
4,138,3%
4,139,2%
4,140,2%
4,141,3%
4,142,3%
4,143,1%
4,144,2%
4,145,4%
4,146,5%
4,147,5%
4,148,10%
4,149,10%
4,150,10%
4,151,14%
4,152,12%
4,153,11%
4,154,18%
4,155,13%
4,156,23%
4,157,21%
4,158,15%
4,159,26%
4,160,21%
4,161,6%
4,162,8%
4,163,7%
4,164,5%
4,165,4%
4,166,5%
4,167,2%
4,168,1%
4,169,2%
4,170,3%
4,171,1%
4,172,1%
4,173,1%
4,174,0%
4,175,0%
4,176,0%
4,177,0%
4,178,1%
4,179,1%
4,180,2%
4,181,2%
4,182,2%
4,183,1%
4,184,1%
4,185,1%
4,186,2%
4,187,2%
4,188,2%
4,189,4%
4,190,3%
4,191,1%
4,192,1%
4,193,0%
4,194,0%
4,195,0%
4,196,0%
4,197,0%
4,198,0%
4,199,0%
4,200,0%
5,7,1%
5,8,1%
5,9,1%
5,10,1%
5,11,1%
5,12,1%
5,13,1%
5,14,1%
5,15,1%
5,16,0%
5,17,1%
5,18,1%
5,19,0%
5,20,0%
5,21,0%
5,22,0%
5,23,1%
5,24,1%
5,25,1%
5,26,3%
5,27,3%
5,28,3%
5,29,2%
5,30,1%
5,31,0%
5,32,1%
5,33,0%
5,34,1%
5,35,1%
5,36,0%
5,37,1%
5,38,2%
5,39,12%
5,40,10%
5,41,4%
5,42,10%
5,43,11%
5,44,13%
5,45,12%
5,46,22%
5,47,36%
5,48,33%
5,49,61%
5,50,49%
5,51,33%
5,52,25%
5,53,19%
5,54,14%
5,55,11%
5,56,8%
5,57,9%
5,58,7%
5,59,12%
5,60,7%
5,61,7%
5,62,4%
5,63,5%
5,64,6%
5,65,12%
5,66,5%
5,67,1%
5,68,2%
5,69,3%
5,70,5%
5,71,4%
5,72,5%
5,73,6%
5,74,12%
5,75,22%
5,76,26%
5,77,18%
5,78,11%
5,79,13%
5,80,20%
5,81,24%
5,82,28%
5,83,20%
5,84,17%
5,85,31%
5,86,34%
5,87,17%
5,88,19%
5,89,24%
5,90,31%
5,91,30%
5,92,36%
5,93,37%
5,94,44%
5,95,78%
5,96,74%
5,97,64%
5,98,66%
5,99,70%
5,100,82%
5,101,87%
5,102,82%
5,103,87%
5,104,86%
5,105,89%
5,106,89%
5,107,95%
5,108,92%
5,109,96%
5,110,99%
5,111,98%
5,112,95%
5,113,94%
5,114,94%
5,115,94%
5,116,96%
5,117,98%
5,118,96%
5,119,97%
5,120,96%
5,121,95%
5,122,95%
5,123,97%
5,124,96%
5,125,94%
5,126,97%
5,127,99%
5,128,99%
5,129,99%
5,130,97%
5,131,97%
5,132,98%
5,133,98%
5,134,98%
5,135,97%
5,136,99%
5,137,99%
5,138,99%
5,139,99%
5,140,99%
5,141,99%
5,142,99%
5,143,99%
5,144,99%
5,145,100%
5,146,100%
5,147,99%
5,148,99%
5,149,100%
5,150,100%
5,151,100%
5,152,100%
5,153,100%
5,154,100%
5,155,100%
5,156,100%
5,157,99%
5,158,98%
5,159,98%
5,160,99%
5,161,100%
5,162,100%
5,163,100%
5,164,100%
5,165,100%
5,166,100%
5,167,100%
5,168,100%
5,169,100%
5,170,100%
5,171,100%
5,172,100%
5,173,100%
5,174,100%
5,175,100%
5,176,100%
5,177,100%
5,178,100%
5,179,100%
5,180,98%
5,181,98%
5,182,99%
5,183,98%
5,184,98%
5,185,98%
5,186,100%
5,187,100%
5,188,100%
5,189,100%
5,190,100%
5,191,100%
5,192,100%
6,7,13%
6,8,8%
6,9,4%
6,10,3%
6,11,2%
6,12,1%
6,13,1%
6,14,1%
6,15,1%
6,16,1%
6,17,1%
6,18,1%
6,19,2%
6,20,1%
6,21,1%
6,22,0%
6,23,0%
6,24,0%
6,25,1%
6,26,1%
6,27,0%
6,28,0%
6,29,0%
6,30,0%
6,31,1%
6,32,1%
6,33,1%
6,34,1%
6,35,2%
6,36,2%
6,37,2%
6,38,2%
6,39,2%
6,40,1%
6,41,1%
6,42,1%
6,43,1%
6,44,0%
6,45,1%
6,46,0%
6,47,0%
6,48,1%
6,49,1%
6,50,1%
6,51,1%
6,52,1%
6,53,0%
6,54,0%
6,55,0%
6,56,1%
6,57,0%
6,58,0%
6,59,0%
6,60,0%
6,61,0%
6,62,0%
6,63,0%
6,64,0%
6,65,0%
6,66,0%
6,67,0%
6,68,1%
6,69,1%
6,70,1%
6,71,1%
6,72,1%
6,73,1%
6,74,1%
6,75,0%
6,76,0%
6,77,1%
6,78,0%
6,79,1%
6,80,1%
6,81,1%
6,82,2%
6,83,3%
6,84,2%
6,85,5%
6,86,7%
6,87,4%
6,88,7%
6,89,5%
6,90,8%
6,91,7%
6,92,3%
6,93,7%
6,94,5%
6,95,2%
6,96,1%
6,97,2%
6,98,3%
6,99,3%
6,100,5%
6,101,6%
6,102,5%
6,103,4%
6,104,11%
6,105,12%
6,106,24%
6,107,28%
6,108,24%
6,109,15%
6,110,13%
6,111,9%
6,112,14%
6,113,20%
6,114,18%
6,115,12%
6,116,10%
6,117,12%
6,118,13%
6,119,20%
6,120,21%
6,121,25%
6,122,34%
6,123,48%
6,124,45%
6,125,61%
6,126,54%
6,127,55%
6,128,46%
6,129,56%
6,130,69%
6,131,70%
6,132,76%
6,133,85%
6,134,85%
6,135,89%
6,136,83%
6,137,67%
6,138,70%
6,139,70%
6,140,50%
6,141,53%
6,142,53%
6,143,34%
6,144,34%
6,145,36%
6,146,35%
6,147,39%
6,148,43%
6,149,41%
6,150,43%
6,151,59%
6,152,60%
6,153,53%
6,154,59%
6,155,60%
6,156,72%
6,157,71%
6,158,78%
6,159,90%
6,160,94%
6,161,97%
6,162,98%
6,163,98%
6,164,96%
6,165,97%
6,166,97%
6,167,96%
6,168,98%
6,169,95%
6,170,98%
6,171,97%
6,172,97%
6,173,99%
6,174,100%
6,175,100%
6,176,100%
6,177,100%
6,178,100%
6,179,100%
6,180,100%
6,181,100%
6,182,100%
6,183,100%
6,184,100%
6,185,100%
6,186,100%
6,187,100%
6,188,100%
6,189,99%
6,190,99%
6,191,99%
6,192,100%
7,7,3%
7,8,4%
7,9,4%
7,10,5%
7,11,4%
7,12,7%
7,13,12%
7,14,7%
7,15,7%
7,16,6%
7,17,5%
7,18,2%
7,19,2%
7,20,2%
7,21,2%
7,22,3%
7,23,2%
7,24,4%
7,25,3%
7,26,4%
7,27,8%
7,28,3%
7,29,2%
7,30,1%
7,31,1%
7,32,1%
7,33,2%
7,34,2%
7,35,2%
7,36,2%
7,37,2%
7,38,1%
7,39,1%
7,40,2%
7,41,2%
7,42,4%
7,43,6%
7,44,5%
7,45,5%
7,46,3%
7,47,4%
7,48,1%
7,49,3%
7,50,3%
7,51,2%
7,52,4%
7,53,3%
7,54,5%
7,55,3%
7,56,3%
7,57,1%
7,58,1%
7,59,1%
7,60,1%
7,61,2%
7,62,4%
7,63,4%
7,64,1%
7,65,2%
7,66,2%
7,67,1%
7,68,1%
7,69,0%
7,70,1%
7,71,0%
7,72,0%
7,73,0%
7,74,0%
7,75,0%
7,76,0%
7,77,0%
7,78,0%
7,79,0%
7,80,0%
7,81,0%
7,82,0%
7,83,0%
7,84,0%
7,85,0%
7,86,0%
7,87,0%
7,88,0%
7,89,0%
7,90,0%
7,91,0%
7,92,0%
7,93,0%
7,94,0%
7,95,1%
7,96,3%
7,97,3%
7,98,3%
7,99,2%
7,100,2%
7,101,4%
7,102,5%
7,103,2%
7,104,2%
7,105,3%
7,106,7%
7,107,6%
7,108,3%
7,109,2%
7,110,1%
7,111,1%
7,112,1%
7,113,1%
7,114,0%
7,115,0%
7,116,0%
7,117,0%
7,118,0%
7,119,0%
7,120,0%
7,121,0%
7,122,0%
7,123,0%
7,124,0%
7,125,0%
7,126,0%
7,127,0%
7,128,0%
7,129,0%
7,130,0%
7,131,0%
7,132,1%
7,133,3%
7,134,1%
7,135,1%
7,136,1%
7,137,1%
7,138,2%
7,139,4%
7,140,9%
7,141,6%
7,142,6%
7,143,3%
7,144,5%
7,145,5%
7,146,3%
7,147,4%
7,148,3%
7,149,2%
7,150,4%
7,151,4%
7,152,2%
7,153,2%
7,154,1%
7,155,1%
7,156,1%
7,157,0%
7,158,0%
7,159,0%
7,160,0%
7,161,0%
7,162,0%
7,163,1%
7,164,1%
7,165,2%
7,166,3%
7,167,4%
7,168,3%
7,169,1%
7,170,0%
7,171,0%
7,172,0%
7,173,0%
7,174,0%
7,175,1%
7,176,1%
7,177,1%
7,178,1%
7,179,1%
7,180,4%
7,181,7%
7,182,9%
7,183,9%
7,184,17%
7,185,21%
7,186,16%
7,187,9%
7,188,11%
7,189,18%
7,190,21%
7,191,30%
7,192,31%
7,193,29%
7,194,36%
7,195,37%
7,196,22%
7,197,27%
7,198,38%
7,199,41%
7,200,51%
7,201,66%
7,202,59%
7,203,50%
7,204,53%
7,205,53%
7,206,59%
7,207,65%
7,208,74%
7,209,63%
7,210,74%
7,211,72%
7,212,75%
7,213,89%
7,214,93%
7,215,87%
7,216,89%
7,217,96%
7,218,96%
7,219,96%
7,220,97%
7,221,98%
7,222,97%
7,223,98%
7,224,99%
7,225,100%
7,226,99%
7,227,99%
7,228,99%
7,229,99%
7,230,97%
7,231,98%
7,232,96%
7,233,97%
7,234,97%
7,235,91%
7,236,89%
7,237,91%
7,238,88%
7,239,86%
7,240,87%
7,241,90%
7,242,89%
7,243,96%
7,244,97%
7,245,88%
7,246,85%
7,247,91%
7,248,94%
7,249,92%
7,250,92%
7,251,89%
7,252,93%
7,253,94%
7,254,95%
7,255,91%
7,256,95%
7,257,95%
7,258,94%
7,259,93%
7,260,94%
7,261,95%
7,262,93%
7,263,93%
7,264,94%
7,265,94%
7,266,89%
7,267,88%
7,268,94%
7,269,96%
7,270,98%
7,271,98%
7,272,99%
7,273,99%
7,274,98%
7,275,99%
7,276,99%
7,277,100%
7,278,100%
7,279,100%
7,280,100%
7,281,99%
7,282,100%
7,283,100%
7,284,100%
7,285,100%
7,286,100%
7,287,100%
7,288,100%
8,7,0%
8,8,1%
8,9,0%
8,10,0%
8,11,0%
8,12,0%
8,13,0%
8,14,0%
8,15,0%
8,16,0%
8,17,0%
8,18,0%
8,19,0%
8,20,0%
8,21,1%
8,22,1%
8,23,1%
8,24,1%
8,25,2%
8,26,1%
8,27,2%
8,28,3%
8,29,3%
8,30,2%
8,31,1%
8,32,1%
8,33,2%
8,34,1%
8,35,0%
8,36,1%
8,37,1%
8,38,2%
8,39,3%
8,40,5%
8,41,8%
8,42,4%
8,43,8%
8,44,8%
8,45,3%
8,46,1%
8,47,1%
8,48,2%
8,49,2%
8,50,3%
8,51,3%
8,52,4%
8,53,1%
8,54,2%
8,55,12%
8,56,9%
8,57,5%
8,58,4%
8,59,6%
8,60,7%
8,61,3%
8,62,2%
8,63,1%
8,64,4%
8,65,1%
8,66,0%
8,67,1%
8,68,0%
8,69,0%
8,70,1%
8,71,2%
8,72,3%
8,73,5%
8,74,8%
8,75,4%
8,76,4%
8,77,7%
8,78,13%
8,79,9%
8,80,13%
8,81,16%
8,82,22%
8,83,27%
8,84,17%
8,85,16%
8,86,14%
8,87,20%
8,88,26%
8,89,25%
8,90,28%
8,91,20%
8,92,23%
8,93,10%
8,94,10%
8,95,10%
8,96,10%
8,97,10%
8,98,11%
8,99,24%
8,100,25%
8,101,25%
8,102,20%
8,103,25%
8,104,30%
8,105,36%
8,106,46%
8,107,53%
8,108,51%
8,109,60%
8,110,62%
8,111,44%
8,112,41%
8,113,50%
8,114,63%
8,115,48%
8,116,46%
8,117,57%
8,118,65%
8,119,62%
8,120,66%
8,121,62%
8,122,77%
8,123,78%
8,124,81%
8,125,70%
8,126,75%
8,127,82%
8,128,91%
8,129,84%
8,130,85%
8,131,89%
8,132,91%
8,133,94%
8,134,94%
8,135,95%
8,136,98%
8,137,99%
8,138,99%
8,139,99%
8,140,98%
8,141,98%
8,142,99%
8,143,99%
8,144,100%
8,145,100%
8,146,100%
8,147,100%
8,148,99%
8,149,100%
8,150,100%
8,151,100%
8,152,99%
8,153,99%
8,154,99%
8,155,99%
8,156,99%
8,157,99%
8,158,99%
8,159,99%
8,160,98%
8,161,98%
8,162,98%
8,163,99%
8,164,98%
8,165,98%
8,166,100%
8,167,100%
8,168,99%
8,169,100%
8,170,100%
8,171,100%
8,172,100%
8,173,100%
8,174,99%
8,175,99%
8,176,100%
9,7,3%
9,8,1%
9,9,1%
9,10,2%
9,11,1%
9,12,3%
9,13,2%
9,14,4%
9,15,1%
9,16,1%
9,17,1%
9,18,1%
9,19,1%
9,20,1%
9,21,2%
9,22,1%
9,23,1%
9,24,1%
9,25,1%
9,26,1%
9,27,1%
9,28,0%
9,29,0%
9,30,1%
9,31,1%
9,32,2%
9,33,2%
9,34,1%
9,35,1%
9,36,1%
9,37,1%
9,38,1%
9,39,1%
9,40,1%
9,41,1%
9,42,0%
9,43,1%
9,44,1%
9,45,2%
9,46,2%
9,47,3%
9,48,3%
9,49,2%
9,50,2%
9,51,2%
9,52,1%
9,53,1%
9,54,1%
9,55,1%
9,56,1%
9,57,1%
9,58,3%
9,59,6%
9,60,5%
9,61,2%
9,62,6%
9,63,2%
9,64,2%
9,65,3%
9,66,1%
9,67,0%
9,68,1%
9,69,3%
9,70,7%
9,71,9%
9,72,7%
9,73,7%
9,74,8%
9,75,2%
9,76,2%
9,77,1%
9,78,2%
9,79,1%
9,80,1%
9,81,0%
9,82,0%
9,83,0%
9,84,0%
9,85,1%
9,86,1%
9,87,1%
9,88,1%
9,89,1%
9,90,1%
9,91,1%
9,92,1%
9,93,1%
9,94,1%
9,95,1%
9,96,0%
9,97,1%
9,98,1%
9,99,0%
9,100,0%
9,101,0%
9,102,0%
9,103,0%
9,104,0%
9,105,0%
9,106,0%
9,107,0%
9,108,0%
9,109,0%
9,110,0%
9,111,1%
9,112,0%
9,113,0%
9,114,0%
9,115,1%
9,116,2%
9,117,1%
9,118,0%
9,119,1%
9,120,3%
9,121,2%
9,122,1%
9,123,1%
9,124,2%
9,125,3%
9,126,2%
9,127,2%
9,128,1%
9,129,2%
9,130,2%
9,131,1%
9,132,0%
9,133,0%
9,134,0%
9,135,0%
9,136,0%
9,137,0%
9,138,0%
9,139,0%
9,140,1%
9,141,0%
9,142,0%
9,143,1%
9,144,1%
9,145,2%
9,146,2%
9,147,1%
9,148,2%
9,149,13%
10,7,0%
10,8,0%
10,9,0%
10,10,0%
10,11,1%
10,12,1%
10,13,1%
10,14,1%
10,15,1%
10,16,1%
10,17,1%
10,18,1%
10,19,1%
10,20,0%
10,21,0%
10,22,0%
10,23,0%
10,24,1%
10,25,1%
10,26,0%
10,27,1%
10,28,1%
10,29,1%
10,30,3%
10,31,2%
10,32,1%
10,33,0%
10,34,1%
10,35,1%
10,36,1%
10,37,1%
10,38,1%
10,39,2%
10,40,3%
10,41,3%
10,42,4%
10,43,2%
10,44,1%
10,45,0%
10,46,0%
10,47,0%
10,48,0%
10,49,0%
10,50,0%
10,51,0%
10,52,1%
10,53,2%
10,54,2%
10,55,1%
10,56,1%
10,57,1%
10,58,1%
10,59,2%
10,60,1%
10,61,1%
10,62,2%
10,63,2%
10,64,3%
10,65,2%
10,66,1%
10,67,0%
10,68,1%
10,69,1%
10,70,0%
10,71,1%
10,72,1%
10,73,1%
10,74,1%
10,75,0%
10,76,0%
10,77,0%
10,78,0%
10,79,0%
10,80,1%
10,81,1%
10,82,2%
10,83,1%
10,84,0%
10,85,1%
10,86,1%
10,87,1%
10,88,0%
10,89,1%
10,90,1%
10,91,1%
10,92,2%
10,93,1%
10,94,2%
10,95,7%
10,96,11%
10,97,9%
10,98,15%
10,99,13%
10,100,14%
10,101,14%
10,102,9%
10,103,4%
10,104,6%
10,105,8%
10,106,12%
10,107,19%
10,108,16%
10,109,16%
10,110,14%
10,111,23%
10,112,36%
10,113,58%
10,114,71%
10,115,75%
10,116,78%
10,117,78%
10,118,69%
10,119,49%
10,120,65%
10,121,84%
10,122,81%
10,123,87%
10,124,79%
10,125,83%
10,126,83%
10,127,84%
10,128,88%
10,129,91%
10,130,93%
10,131,94%
10,132,94%
10,133,97%
10,134,96%
10,135,96%
10,136,96%
10,137,92%
10,138,95%
10,139,97%
10,140,97%
10,141,98%
10,142,97%
10,143,98%
10,144,97%
10,145,96%
10,146,97%
10,147,96%
10,148,98%
10,149,98%
10,150,98%
10,151,100%
10,152,100%
10,153,100%
10,154,99%
10,155,98%
10,156,97%
10,157,98%
10,158,98%
10,159,99%
10,160,100%
10,161,100%
10,162,100%
10,163,100%
10,164,100%
10,165,100%
10,166,100%
10,167,100%
10,168,100%
10,169,100%
10,170,100%
10,171,100%
10,172,100%
10,173,100%
10,174,100%
10,175,100%
10,176,100%
10,177,100%
10,178,99%
10,179,99%
10,180,98%
10,181,96%
10,182,90%
10,183,97%
10,184,97%
10,185,97%
10,186,99%
10,187,99%
10,188,96%
10,189,97%
10,190,97%
10,191,96%
10,192,95%
11,7,2%
11,8,1%
11,9,1%
11,10,1%
11,11,1%
11,12,3%
11,13,4%
11,14,10%
11,15,7%
11,16,8%
11,17,3%
11,18,3%
11,19,4%
11,20,3%
11,21,2%
11,22,1%
11,23,0%
11,24,0%
11,25,0%
11,26,0%
11,27,0%
11,28,0%
11,29,0%
11,30,1%
11,31,1%
11,32,1%
11,33,2%
11,34,1%
11,35,0%
11,36,0%
11,37,0%
11,38,1%
11,39,1%
11,40,1%
11,41,1%
11,42,0%
11,43,0%
11,44,0%
11,45,0%
11,46,0%
11,47,0%
11,48,0%
11,49,0%
11,50,0%
11,51,0%
11,52,0%
11,53,0%
11,54,0%
11,55,0%
11,56,0%
11,57,0%
11,58,0%
11,59,0%
11,60,0%
11,61,0%
11,62,0%
11,63,0%
11,64,0%
11,65,0%
11,66,0%
11,67,0%
11,68,0%
11,69,1%
11,70,1%
11,71,1%
11,72,0%
11,73,1%
11,74,1%
11,75,2%
11,76,1%
11,77,1%
11,78,1%
11,79,3%
11,80,3%
11,81,1%
11,82,1%
11,83,1%
11,84,1%
11,85,1%
11,86,1%
11,87,1%
11,88,1%
11,89,2%
11,90,1%
11,91,1%
11,92,1%
11,93,1%
11,94,1%
11,95,1%
11,96,1%
11,97,0%
11,98,0%
11,99,0%
11,100,0%
11,101,0%
11,102,0%
11,103,0%
11,104,0%
11,105,0%
11,106,0%
11,107,0%
11,108,0%
11,109,0%
11,110,0%
11,111,0%
11,112,0%
11,113,0%
